,year,selling_price,km_driven,fuel,seller_type,transmission,owner,selling_price_log,km_driven_log
3453,2018,4800000,9422,Diesel,Individual,Automatic,First Owner,15.38412668421143,9.150908788206756
3454,2017,710000,110000,Diesel,Individual,Automatic,First Owner,13.47302165746721,11.608244735642321
3455,2019,1500000,20000,Petrol,Individual,Manual,First Owner,14.220976332738882,9.90353755128617
3456,2017,550000,20000,Petrol,Individual,Manual,First Owner,13.217675375388819,9.90353755128617
3457,2008,58000,70000,Petrol,Individual,Manual,Second Owner,10.968215530759236,11.156264806643742
3458,2012,1200000,60000,Petrol,Individual,Automatic,Third Owner,13.997832948091215,11.002116507732017
3459,2013,500000,150000,Diesel,Individual,Manual,First Owner,13.122365377402328,11.918397239722838
3460,2009,120000,83000,Petrol,Individual,Manual,Second Owner,11.695255355062795,11.326607934898927
3461,2012,300000,250000,Diesel,Individual,Manual,First Owner,12.611541086966115,12.429220196836383
3462,2018,300000,30000,Petrol,Individual,Manual,First Owner,12.611541086966115,10.308985993422082
3463,2015,295000,21000,Petrol,Individual,Manual,First Owner,12.59473402514672,9.952325334619427
3464,2018,587000,80000,CNG,Individual,Manual,First Owner,13.282781802386296,11.289794413577894
3465,2012,430000,50000,Petrol,Individual,Manual,Second Owner,12.971542813248437,10.819798284210286
3466,2007,123000,50000,Petrol,Individual,Manual,Second Owner,11.719947764402807,10.819798284210286
3467,2012,450000,48500,Diesel,Individual,Automatic,Second Owner,13.017005083966255,10.789339695269716
3468,2007,130000,60000,Petrol,Individual,Manual,Third Owner,11.775297421715827,11.002116507732017
3469,2010,110000,90000,Diesel,Individual,Manual,Second Owner,11.608244735642321,11.407576060361786
3470,2010,200000,240000,Diesel,Individual,Manual,Third Owner,12.206077645517674,12.388398368982115
3471,2015,320000,70000,Petrol,Individual,Manual,Second Owner,12.676079399771027,11.156264806643742
3472,2014,300000,50000,Petrol,Individual,Manual,First Owner,12.611541086966115,10.819798284210286
3473,2016,350000,110000,Petrol,Individual,Manual,First Owner,12.765691290604371,11.608244735642321
3474,2018,800000,50000,Petrol,Individual,Manual,First Owner,13.592368256649284,10.819798284210286
3475,2016,270000,175000,Diesel,Individual,Manual,First Owner,12.506180941677357,12.07254696717504
3476,2017,540000,60000,Petrol,Individual,Manual,First Owner,13.199326270390594,11.002116507732017
3477,2011,160000,60000,CNG,Individual,Manual,Second Owner,11.982935344196433,11.002116507732017
3478,2013,340000,100000,Diesel,Individual,Manual,Second Owner,12.73670383776449,11.51293546492023
3479,2017,350000,40000,Petrol,Individual,Manual,Second Owner,12.765691290604371,10.596659732783579
3480,2011,300000,100000,Diesel,Individual,Manual,First Owner,12.611541086966115,11.51293546492023
3481,2013,330000,63000,Diesel,Individual,Manual,First Owner,12.706850963741102,11.050905878263567
3482,2016,325000,80000,CNG,Individual,Manual,Second Owner,12.691583538230217,11.289794413577894
3483,2013,250000,55000,Diesel,Individual,Manual,First Owner,12.429220196836383,10.915106645867503
3484,2013,250000,55000,Diesel,Individual,Manual,First Owner,12.429220196836383,10.915106645867503
3485,2015,240000,60000,Petrol,Individual,Manual,First Owner,12.388398368982115,11.002116507732017
3486,2020,545000,5000,Petrol,Individual,Manual,First Owner,13.208542908506082,8.517393171418904
3487,2015,300000,48000,Petrol,Dealer,Manual,First Owner,12.611541086966115,10.778977123006351
3489,2017,240000,50000,Petrol,Individual,Manual,First Owner,12.388398368982115,10.819798284210286
3490,2018,360000,15000,Petrol,Individual,Manual,First Owner,12.793862088206213,9.61587214452889
3491,2012,250000,70000,Diesel,Individual,Manual,First Owner,12.429220196836383,11.156264806643742
3492,2019,475000,105000,Diesel,Dealer,Automatic,First Owner,13.07107218827772,11.561725152903833
3493,2016,600000,50000,Diesel,Individual,Manual,Second Owner,13.304686600863562,10.819798284210286
3494,2010,150000,80000,Diesel,Individual,Manual,Second Owner,11.918397239722838,11.289794413577894
3495,2017,700000,50000,Diesel,Individual,Manual,First Owner,13.45883704259595,10.819798284210286
3496,2016,1290000,5000,Diesel,Individual,Manual,First Owner,14.070153551531353,8.517393171418904
3499,2018,500000,10000,Petrol,Individual,Automatic,First Owner,13.122365377402328,9.210440366976517
3500,2012,193000,45000,Petrol,Individual,Manual,Second Owner,12.170450649220749,10.714439990727769
3501,2015,800000,10000,Petrol,Individual,Manual,First Owner,13.592368256649284,9.210440366976517
3502,2008,150000,50000,Petrol,Individual,Manual,First Owner,11.918397239722838,10.819798284210286
3503,2002,80000,40000,Petrol,Individual,Manual,Fourth & Above Owner,11.289794413577894,10.596659732783579
3504,2010,130000,100000,Diesel,Individual,Manual,Third Owner,11.775297421715827,11.51293546492023
3505,2012,280000,80000,Diesel,Individual,Manual,Second Owner,12.54254845357358,11.289794413577894
3506,2011,229999,110000,Diesel,Individual,Manual,Second Owner,12.345834587905333,11.608244735642321
3507,2008,80000,120000,Petrol,Individual,Manual,First Owner,11.289794413577894,11.695255355062795
3508,2010,70000,10000,Petrol,Individual,Manual,First Owner,11.156264806643742,9.210440366976517
3509,2013,240000,60000,Diesel,Individual,Manual,Second Owner,12.388398368982115,11.002116507732017
3510,2010,380000,72000,Diesel,Individual,Manual,Second Owner,12.847929163278053,11.184435286790631
3512,2006,80000,110000,Petrol,Individual,Manual,First Owner,11.289794413577894,11.608244735642321
3513,2013,265000,50000,Petrol,Individual,Manual,First Owner,12.487488878546145,10.819798284210286
3514,2018,320000,25000,Petrol,Individual,Manual,First Owner,12.676079399771027,10.12667110305036
3515,2014,500000,120000,Diesel,Individual,Manual,Third Owner,13.122365377402328,11.695255355062795
3516,2016,1300000,55000,Diesel,Individual,Manual,First Owner,14.077875591662238,10.915106645867503
3517,2018,1500000,35000,Diesel,Individual,Manual,First Owner,14.220976332738882,10.463131911491967
3518,2016,1800000,110000,Diesel,Individual,Automatic,First Owner,14.403297778421795,11.608244735642321
3519,2014,600000,80000,Diesel,Individual,Manual,Second Owner,13.304686600863562,11.289794413577894
3520,2018,420000,80000,Petrol,Individual,Manual,First Owner,12.948012371209098,11.289794413577894
3521,2009,140000,120000,Petrol,Individual,Manual,First Owner,11.849404844423074,11.695255355062795
3522,2010,300000,100000,Diesel,Individual,Manual,Second Owner,12.611541086966115,11.51293546492023
3523,2006,100000,60000,Petrol,Dealer,Manual,Second Owner,11.51293546492023,11.002116507732017
3524,2017,350000,25000,Petrol,Dealer,Manual,First Owner,12.765691290604371,10.12667110305036
3525,2018,850000,19000,Petrol,Dealer,Manual,First Owner,13.652992804936396,9.852246888342531
3526,2008,140000,54000,Petrol,Dealer,Manual,First Owner,11.849404844423074,10.896757843893464
3527,2015,550000,17100,Petrol,Dealer,Manual,Second Owner,13.217675375388819,9.746892220313054
3528,2017,525000,19000,Petrol,Dealer,Automatic,First Owner,13.171155446333852,9.852246888342531
3529,2015,470000,146000,Diesel,Dealer,Manual,First Owner,13.060490101343552,11.891368749982085
3530,2013,900000,98000,Diesel,Dealer,Automatic,First Owner,13.710151153416941,11.49273296168228
3531,2011,500000,224642,Diesel,Dealer,Manual,Second Owner,13.122365377402328,12.322267754431264
3532,1998,80000,120000,Petrol,Individual,Manual,Second Owner,11.289794413577894,11.695255355062795
3533,2011,175000,175000,Diesel,Individual,Manual,First Owner,12.07254696717504,12.07254696717504
3534,2017,1350000,15000,Diesel,Individual,Automatic,Second Owner,14.115615891155079,9.61587214452889
3535,2017,800000,50000,Diesel,Individual,Manual,First Owner,13.592368256649284,10.819798284210286
3536,2017,250000,15000,Petrol,Individual,Manual,First Owner,12.429220196836383,9.61587214452889
3537,2018,700000,25000,Petrol,Individual,Automatic,First Owner,13.45883704259595,10.12667110305036
3538,2019,800000,25000,Diesel,Individual,Manual,First Owner,13.592368256649284,10.12667110305036
3539,2013,660000,69000,Diesel,Individual,Manual,First Owner,13.399996629152975,11.141876276228
3540,2015,465000,60000,Diesel,Individual,Manual,Third Owner,13.049794835104816,11.002116507732017
3541,2006,180000,222435,Diesel,Individual,Manual,Second Owner,12.100717685412471,12.312394698762546
3542,2017,600000,66000,Diesel,Individual,Manual,Third Owner,13.304686600863562,11.097425172408931
3543,2010,150000,110000,Petrol,Individual,Manual,First Owner,11.918397239722838,11.608244735642321
3544,2014,450000,78000,Diesel,Individual,Manual,Second Owner,13.017005083966255,11.264476926102367
3545,2019,721000,10000,Petrol,Individual,Manual,First Owner,13.488395803228677,9.210440366976517
3546,2018,300000,35000,Petrol,Individual,Manual,First Owner,12.611541086966115,10.463131911491967
3547,2019,1000000,10000,Diesel,Individual,Manual,First Owner,13.815511557963774,9.210440366976517
3548,2016,300000,40000,Petrol,Individual,Manual,First Owner,12.611541086966115,10.596659732783579
3549,2013,450000,120000,Diesel,Individual,Manual,First Owner,13.017005083966255,11.695255355062795
3550,1997,79000,70000,Petrol,Individual,Automatic,First Owner,11.277215789596893,11.156264806643742
3551,2017,545000,40000,Diesel,Individual,Manual,First Owner,13.208542908506082,10.596659732783579
3552,2018,844999,20000,Diesel,Individual,Manual,First Owner,13.64709190633931,9.90353755128617
3553,2016,700000,93000,Diesel,Individual,Manual,First Owner,13.45883704259595,11.440365524765756
3554,2016,650000,159000,Diesel,Individual,Manual,First Owner,13.384729180332174,11.976665770490767
3555,2014,525000,75000,Diesel,Individual,Manual,Second Owner,13.171155446333852,11.225256725762893
3556,2006,110000,101100,Diesel,Individual,Manual,Third Owner,11.608244735642321,11.52387529615648
3557,2011,180000,66000,Diesel,Individual,Manual,First Owner,12.100717685412471,11.097425172408931
3558,2012,280000,30000,Petrol,Individual,Manual,Second Owner,12.54254845357358,10.308985993422082
3559,2019,400000,10000,Petrol,Individual,Manual,First Owner,12.899222326086994,9.210440366976517
3560,2012,625000,126000,Diesel,Individual,Manual,Second Owner,13.345508528717259,11.744045122410057
3561,2015,535000,70000,Diesel,Individual,Manual,First Owner,13.190023895035274,11.156264806643742
3562,2017,459999,50000,Diesel,Individual,Manual,First Owner,13.038981768465277,10.819798284210286
3563,2010,300000,100000,Diesel,Individual,Manual,First Owner,12.611541086966115,11.51293546492023
3564,2007,280000,60000,Petrol,Individual,Automatic,First Owner,12.54254845357358,11.002116507732017
3565,2014,500000,70000,Petrol,Individual,Manual,First Owner,13.122365377402328,11.156264806643742
3566,2019,1200000,1200,Petrol,Individual,Manual,First Owner,13.997832948091215,7.0909098220799835
3569,2011,180000,134444,Petrol,Individual,Automatic,Second Owner,12.100717685412471,11.808910472459571
3570,2009,78000,120000,Petrol,Individual,Manual,Second Owner,11.264476926102367,11.695255355062795
3571,2011,160000,120000,Diesel,Individual,Manual,First Owner,11.982935344196433,11.695255355062795
3572,2014,600000,238000,Diesel,Individual,Manual,First Owner,13.304686600863562,12.380030154325457
3573,2008,110000,100000,Petrol,Individual,Manual,Second Owner,11.608244735642321,11.51293546492023
3574,2011,450000,110000,Diesel,Individual,Manual,Second Owner,13.017005083966255,11.608244735642321
3575,2019,1350000,35000,Diesel,Individual,Manual,First Owner,14.115615891155079,10.463131911491967
3576,2003,120000,165000,Petrol,Individual,Manual,Second Owner,11.695255355062795,12.013706813470414
3577,2018,1040000,42000,Diesel,Individual,Manual,First Owner,13.854732232655556,10.645448706505872
3578,2014,390000,70000,Diesel,Individual,Manual,Second Owner,12.873904582205107,11.156264806643742
3579,2011,65000,60000,Petrol,Individual,Manual,Second Owner,11.082157933374816,11.002116507732017
3580,2013,320000,115000,Diesel,Individual,Manual,Third Owner,12.676079399771027,11.652696102959753
3581,2017,720000,70000,Diesel,Individual,Manual,First Owner,13.487007879880162,11.156264806643742
3582,2007,220000,80000,Petrol,Individual,Manual,Second Owner,12.301387370778713,11.289794413577894
3583,2011,225000,65000,Petrol,Dealer,Manual,First Owner,12.323860125621126,11.082157933374816
3584,2010,200000,150000,Diesel,Individual,Manual,Second Owner,12.206077645517674,11.918397239722838
3585,2015,434999,75000,Diesel,Dealer,Manual,Second Owner,12.983101310070822,11.225256725762893
3586,2012,300000,63700,Diesel,Individual,Manual,First Owner,12.611541086966115,11.06195554002416
3587,2018,700000,74800,Diesel,Individual,Manual,First Owner,13.45883704259595,11.222586532857163
3588,2009,500000,105000,Diesel,Individual,Manual,Second Owner,13.122365377402328,11.561725152903833
3589,2016,500000,40000,Diesel,Individual,Manual,First Owner,13.122365377402328,10.596659732783579
3590,2016,400000,90000,Diesel,Individual,Manual,Second Owner,12.899222326086994,11.407576060361786
3591,2015,825000,75000,Diesel,Dealer,Manual,Second Owner,13.623139877437296,11.225256725762893
3592,2018,720000,15000,Diesel,Individual,Manual,First Owner,13.487007879880162,9.61587214452889
3593,2009,110000,30000,Petrol,Individual,Manual,Second Owner,11.608244735642321,10.308985993422082
3594,2014,600000,100000,Diesel,Individual,Manual,Second Owner,13.304686600863562,11.51293546492023
3595,2009,275000,155000,Diesel,Individual,Automatic,Third Owner,12.524530013005734,11.951186847493476
3596,2012,2349000,149000,Diesel,Individual,Automatic,Second Owner,14.66950068935403,11.91170829631447
3597,2017,740000,60000,Diesel,Individual,Manual,First Owner,13.51440681653079,11.002116507732017
3598,2017,800000,90000,Diesel,Individual,Manual,First Owner,13.592368256649284,11.407576060361786
3599,2019,1100000,100000,Diesel,Individual,Manual,First Owner,13.910821646859095,11.51293546492023
3600,2012,750000,100000,Diesel,Individual,Automatic,Second Owner,13.527829818844937,11.51293546492023
3601,2012,200000,90000,Petrol,Individual,Manual,Second Owner,12.206077645517674,11.407576060361786
3602,2009,210000,75000,Diesel,Individual,Manual,First Owner,12.25486757159303,11.225256725762893
3603,2009,270000,120000,Diesel,Individual,Manual,Second Owner,12.506180941677357,11.695255355062795
3604,2016,630000,90000,Diesel,Individual,Manual,Second Owner,13.353476685668044,11.407576060361786
3605,2015,375000,55000,Petrol,Individual,Manual,First Owner,12.834683971615659,10.915106645867503
3606,2010,300000,70000,Diesel,Individual,Manual,First Owner,12.611541086966115,11.156264806643742
3607,2016,580000,95000,Diesel,Individual,Manual,Second Owner,13.270785106659046,11.461642696843066
3608,2014,550000,50000,Diesel,Individual,Manual,First Owner,13.217675375388819,10.819798284210286
3609,2016,750000,50000,Diesel,Individual,Manual,First Owner,13.527829818844937,10.819798284210286
3610,2014,250000,60516,Petrol,Individual,Manual,First Owner,12.429220196836383,11.010679596283687
3611,2012,434999,235000,Diesel,Individual,Manual,Second Owner,12.983101310070822,12.367345048436391
3612,2007,900000,76731,Diesel,Dealer,Automatic,First Owner,13.710151153416941,11.248074110256228
3613,2016,685000,64000,Diesel,Dealer,Manual,First Owner,13.437175577097312,11.06665398721974
3614,2014,540000,65000,Diesel,Dealer,Manual,First Owner,13.199326270390594,11.082157933374816
3615,2018,1165000,13000,Petrol,Dealer,Automatic,Test Drive Car,13.968232503350668,9.472781556562168
3616,2014,610000,77000,Diesel,Dealer,Manual,First Owner,13.321215875492413,11.251573687764477
3617,2011,254999,24000,Petrol,Dealer,Manual,First Owner,12.449018824140563,10.085850775128717
3618,2014,280000,63840,Petrol,Dealer,Manual,First Owner,12.54254845357358,11.06415089616141
3619,2017,370000,25000,Petrol,Individual,Manual,First Owner,12.821260987319457,10.12667110305036
3620,2011,459999,76400,Diesel,Individual,Manual,Second Owner,13.038981768465277,11.243751064074187
3621,1998,42000,70000,Petrol,Individual,Manual,Third Owner,10.645448706505872,11.156264806643742
3623,2011,190000,80000,Diesel,Individual,Manual,Third Owner,12.154784614286667,11.289794413577894
3624,2010,165000,100000,Petrol,Individual,Manual,Fourth & Above Owner,12.013706813470414,11.51293546492023
3625,2017,710000,40000,Diesel,Individual,Manual,First Owner,13.47302165746721,10.596659732783579
3626,2018,1200000,15000,Petrol,Individual,Manual,First Owner,13.997832948091215,9.61587214452889
3627,2011,229999,70000,Petrol,Individual,Manual,First Owner,12.345834587905333,11.156264806643742
3628,2018,310000,15000,Petrol,Individual,Manual,First Owner,12.644330802262578,9.61587214452889
3629,2015,320000,40000,Petrol,Individual,Manual,First Owner,12.676079399771027,10.596659732783579
3630,2006,100000,54000,Petrol,Individual,Manual,First Owner,11.51293546492023,10.896757843893464
3631,2009,160000,90000,Diesel,Individual,Manual,First Owner,11.982935344196433,11.407576060361786
3632,2007,60000,52000,Petrol,Individual,Manual,First Owner,11.002116507732017,10.859018228147887
3633,2012,100000,200000,Diesel,Individual,Manual,Third Owner,11.51293546492023,12.206077645517674
3634,2016,350000,35000,Diesel,Individual,Manual,Second Owner,12.765691290604371,10.463131911491967
3635,2017,700000,60000,Diesel,Individual,Manual,First Owner,13.45883704259595,11.002116507732017
3636,2017,300000,31489,Petrol,Individual,Manual,First Owner,12.611541086966115,10.357425314095071
3637,2018,830000,40000,Diesel,Individual,Manual,First Owner,13.629182184591333,10.596659732783579
3647,2010,229999,70000,Petrol,Individual,Manual,First Owner,12.345834587905333,11.156264806643742
3648,2013,400000,100000,Diesel,Individual,Manual,First Owner,12.899222326086994,11.51293546492023
3649,2005,300000,70000,Petrol,Individual,Manual,Second Owner,12.611541086966115,11.156264806643742
3650,2013,300000,50000,Diesel,Individual,Manual,First Owner,12.611541086966115,10.819798284210286
3651,2009,80000,180000,Diesel,Individual,Manual,Second Owner,11.289794413577894,12.100717685412471
3652,2008,80000,50000,Petrol,Individual,Manual,Second Owner,11.289794413577894,10.819798284210286
3653,2007,100000,90000,Petrol,Individual,Manual,Second Owner,11.51293546492023,11.407576060361786
3654,2012,300000,110000,Diesel,Individual,Manual,First Owner,12.611541086966115,11.608244735642321
3655,2018,700000,26000,Petrol,Individual,Automatic,First Owner,13.45883704259595,10.165890277802454
3656,2016,975000,65000,Diesel,Individual,Manual,First Owner,13.790193775620484,11.082157933374816
3657,2009,500000,130000,Diesel,Individual,Manual,First Owner,13.122365377402328,11.775297421715827
3658,2013,550000,75000,Diesel,Individual,Manual,Second Owner,13.217675375388819,11.225256725762893
3659,2014,550000,110000,Diesel,Individual,Manual,Second Owner,13.217675375388819,11.608244735642321
3660,2014,240000,50000,Petrol,Individual,Manual,First Owner,12.388398368982115,10.819798284210286
3661,1997,50000,80000,Petrol,Individual,Manual,Second Owner,10.819798284210286,11.289794413577894
3662,2009,120000,80000,Petrol,Individual,Manual,Second Owner,11.695255355062795,11.289794413577894
3663,2013,900000,60000,Petrol,Individual,Manual,Second Owner,13.710151153416941,11.002116507732017
3664,2009,250000,90000,Petrol,Individual,Manual,Second Owner,12.429220196836383,11.407576060361786
3665,2017,280000,36000,Petrol,Individual,Manual,First Owner,12.54254845357358,10.491301994830229
3666,2010,85000,87000,Diesel,Individual,Manual,First Owner,11.350418300109132,11.373674891823535
3667,2011,90000,80000,Diesel,Individual,Manual,First Owner,11.407576060361786,11.289794413577894
3668,2015,500000,50000,Diesel,Individual,Manual,First Owner,13.122365377402328,10.819798284210286
3669,2013,200000,60000,Petrol,Individual,Manual,First Owner,12.206077645517674,11.002116507732017
3670,2015,250000,50000,Petrol,Individual,Manual,First Owner,12.429220196836383,10.819798284210286
3671,2014,185000,40000,Diesel,Individual,Manual,Third Owner,12.128116509451258,10.596659732783579
3672,2008,100000,60000,Petrol,Individual,Manual,Second Owner,11.51293546492023,11.002116507732017
3673,2015,610000,55000,Diesel,Individual,Manual,First Owner,13.321215875492413,10.915106645867503
3674,2012,290000,80000,Diesel,Individual,Manual,First Owner,12.577639650232573,11.289794413577894
3675,2012,300000,295000,Diesel,Individual,Manual,First Owner,12.611541086966115,12.59473402514672
3676,2015,225000,80000,Petrol,Individual,Manual,First Owner,12.323860125621126,11.289794413577894
3677,2017,320000,50000,Petrol,Individual,Manual,Second Owner,12.676079399771027,10.819798284210286
3678,2012,135000,158000,Diesel,Individual,Manual,Third Owner,11.813037464800539,11.970356641102999
3679,2006,400000,400000,Diesel,Individual,Manual,Third Owner,12.899222326086994,12.899222326086994
3687,2016,600000,19495,Petrol,Dealer,Manual,First Owner,13.304686600863562,9.877964595305043
3688,2013,570000,62668,Diesel,Dealer,Manual,First Owner,13.25339339419516,11.04562218649336
3689,2013,850000,85710,Diesel,Dealer,Manual,First Owner,13.652992804936396,11.358736451074895
3690,2011,250000,55130,Diesel,Dealer,Manual,Second Owner,12.429220196836383,10.917467450363533
3691,2014,580000,63356,Diesel,Dealer,Manual,Second Owner,13.270785106659046,11.056540676882484
3692,2012,1680000,129627,Diesel,Dealer,Manual,First Owner,14.33430494661736,11.772424088947721
3693,2010,180000,15000,Petrol,Individual,Manual,First Owner,12.100717685412471,9.61587214452889
3694,2017,300000,50000,Petrol,Individual,Manual,First Owner,12.611541086966115,10.819798284210286
3695,2012,269000,70000,Petrol,Individual,Manual,Second Owner,12.502470376049185,11.156264806643742
3696,2018,231999,20000,Petrol,Individual,Manual,First Owner,12.354492650648448,9.90353755128617
3697,2011,150000,60000,Petrol,Individual,Manual,Third Owner,11.918397239722838,11.002116507732017
3698,2017,495000,5000,Petrol,Individual,Manual,First Owner,13.112315061750808,8.517393171418904
3699,2014,700000,15000,Petrol,Individual,Manual,First Owner,13.45883704259595,9.61587214452889
3700,2018,400000,4400,Petrol,Individual,Manual,Second Owner,12.899222326086994,8.38958706681109
3701,2019,599000,15000,Diesel,Individual,Manual,Third Owner,13.303018546545275,9.61587214452889
3702,2013,421000,45000,Diesel,Individual,Manual,First Owner,12.95039048795861,10.714439990727769
3703,2018,841000,1000,Diesel,Individual,Manual,First Owner,13.642348128015021,6.90875477931522
3704,2014,295000,38500,Petrol,Individual,Manual,First Owner,12.59473402514672,10.55843949396453
3705,2011,220000,25000,Petrol,Individual,Manual,First Owner,12.301387370778713,10.12667110305036
3706,2013,250000,35000,Diesel,Individual,Manual,First Owner,12.429220196836383,10.463131911491967
3707,2009,1100000,110000,Diesel,Individual,Manual,Second Owner,13.910821646859095,11.608244735642321
3708,2012,300000,40000,Petrol,Individual,Manual,First Owner,12.611541086966115,10.596659732783579
3709,2007,80000,110000,Petrol,Individual,Manual,Second Owner,11.289794413577894,11.608244735642321
3710,2013,215000,20000,Diesel,Individual,Manual,Third Owner,12.278397958261774,9.90353755128617
3711,2012,245000,14987,Petrol,Dealer,Manual,First Owner,12.409017571151187,9.615005159913578
3712,2016,650000,25061,Diesel,Dealer,Manual,First Owner,13.384729180332174,10.129108033725231
3713,2017,760000,42494,Diesel,Dealer,Manual,First Owner,13.541075028051122,10.657141700932726
3714,2014,395000,44875,Diesel,Dealer,Manual,First Owner,12.886643575525625,10.711658409664855
3715,2014,280000,89741,Diesel,Dealer,Manual,Second Owner,12.54254845357358,11.404694165887381
3716,2016,495000,65000,Diesel,Dealer,Manual,First Owner,13.112315061750808,11.082157933374816
3717,2016,525000,35000,Diesel,Dealer,Manual,First Owner,13.171155446333852,10.463131911491967
3718,2009,420000,347089,Diesel,Dealer,Manual,First Owner,12.948012371209098,12.757339391293687
3719,2010,210000,34500,Diesel,Individual,Manual,First Owner,12.25486757159303,10.448743588106625
3720,2018,650000,30000,Petrol,Individual,Manual,First Owner,13.384729180332174,10.308985993422082
3721,2018,2300000,39000,Diesel,Individual,Automatic,First Owner,14.648420115681892,10.571342565808699
3722,2019,525000,16000,Diesel,Individual,Manual,First Owner,13.171155446333852,9.680406499268875
3723,2010,195000,80000,CNG,Individual,Manual,Second Owner,12.180759965737863,11.289794413577894
3724,2016,650000,60000,Diesel,Individual,Manual,First Owner,13.384729180332174,11.002116507732017
3725,2015,540000,110000,Diesel,Individual,Manual,First Owner,13.199326270390594,11.608244735642321
3726,2014,180000,61000,Petrol,Individual,Manual,First Owner,12.100717685412471,11.0186455364637
3728,2018,980000,50000,Diesel,Individual,Manual,First Owner,13.795308871054397,10.819798284210286
3729,2014,250000,90000,Diesel,Individual,Manual,First Owner,12.429220196836383,11.407576060361786
3730,2018,550000,35000,Petrol,Individual,Automatic,First Owner,13.217675375388819,10.463131911491967
3731,2015,509999,43000,Petrol,Individual,Manual,Second Owner,13.142166004700508,10.668978650219241
3732,2017,320000,50000,Petrol,Individual,Manual,First Owner,12.676079399771027,10.819798284210286
3733,2016,275000,25000,Petrol,Individual,Manual,First Owner,12.524530013005734,10.12667110305036
3734,2013,550000,222252,Diesel,Individual,Manual,First Owner,13.217675375388819,12.311571651597761
3735,2009,145000,50000,Petrol,Individual,Manual,Second Owner,11.884495917930655,10.819798284210286
3736,2013,250000,80000,Diesel,Individual,Manual,First Owner,12.429220196836383,11.289794413577894
3737,2012,520000,35000,Diesel,Individual,Manual,First Owner,13.161586013632684,10.463131911491967
3738,2007,95000,85000,Petrol,Individual,Manual,Second Owner,11.461642696843066,11.350418300109132
3739,2011,725000,110000,Diesel,Individual,Manual,Third Owner,13.493928313146206,11.608244735642321
3740,2006,55000,70000,Petrol,Individual,Manual,Second Owner,10.915106645867503,11.156264806643742
3741,2014,600000,100000,Diesel,Individual,Manual,First Owner,13.304686600863562,11.51293546492023
3742,2013,330000,120000,Diesel,Individual,Manual,Second Owner,12.706850963741102,11.695255355062795
3743,2015,470000,89000,Diesel,Individual,Manual,First Owner,13.060490101343552,11.39640288460621
3744,2013,365000,120000,Diesel,Individual,Manual,First Owner,12.807655372286902,11.695255355062795
3745,2013,250000,40000,Petrol,Individual,Manual,Second Owner,12.429220196836383,10.596659732783579
3746,2017,430000,17000,Petrol,Individual,Manual,First Owner,12.971542813248437,9.741027444837728
3747,2013,400000,125000,Diesel,Individual,Manual,Second Owner,12.899222326086994,11.736077016252437
3748,2015,615000,110000,Petrol,Individual,Manual,Second Owner,13.329379172803593,11.608244735642321
3749,2011,150000,120000,Diesel,Individual,Manual,Second Owner,11.918397239722838,11.695255355062795
3750,2014,240000,90000,Diesel,Individual,Manual,First Owner,12.388398368982115,11.407576060361786
3751,2014,800000,90000,Diesel,Individual,Manual,First Owner,13.592368256649284,11.407576060361786
3752,2015,240000,110000,LPG,Individual,Manual,First Owner,12.388398368982115,11.608244735642321
3753,2014,600000,87000,Diesel,Individual,Manual,Second Owner,13.304686600863562,11.373674891823535
3754,2014,800000,15000,Diesel,Individual,Manual,First Owner,13.592368256649284,9.61587214452889
3756,2012,350000,38000,Petrol,Individual,Manual,First Owner,12.765691290604371,10.545367754151743
3757,2011,300000,64000,Petrol,Individual,Manual,Second Owner,12.611541086966115,11.06665398721974
3758,2015,399000,55250,Diesel,Individual,Manual,First Owner,12.896719202134523,10.919641718763716
3759,2011,300000,110000,Diesel,Individual,Manual,First Owner,12.611541086966115,11.608244735642321
3760,2012,150000,70000,Petrol,Individual,Automatic,First Owner,11.918397239722838,11.156264806643742
3761,2010,320000,60000,Diesel,Individual,Manual,Third Owner,12.676079399771027,11.002116507732017
3762,2018,1280000,17000,Diesel,Individual,Manual,First Owner,14.062371417145494,9.741027444837728
3763,2017,300000,13000,Petrol,Individual,Manual,Second Owner,12.611541086966115,9.472781556562168
3764,2016,1000000,60000,Diesel,Individual,Manual,First Owner,13.815511557963774,11.002116507732017
3765,2012,1090000,120000,Diesel,Individual,Manual,Second Owner,13.901689171636098,11.695255355062795
3766,2012,450000,97000,Diesel,Individual,Manual,Second Owner,13.017005083966255,11.48247656671073
3767,2007,60000,130000,Petrol,Individual,Manual,Second Owner,11.002116507732017,11.775297421715827
3768,2013,500000,50000,Petrol,Individual,Manual,First Owner,13.122365377402328,10.819798284210286
3769,2012,200000,120000,Diesel,Individual,Manual,Second Owner,12.206077645517674,11.695255355062795
3771,2006,60000,100000,Petrol,Individual,Manual,Second Owner,11.002116507732017,11.51293546492023
3773,2012,185000,67000,CNG,Dealer,Manual,Second Owner,12.128116509451258,11.112462823634855
3774,2015,155000,60000,Petrol,Individual,Manual,First Owner,11.951186847493476,11.002116507732017
3775,2019,600000,5000,Petrol,Individual,Manual,First Owner,13.304686600863562,8.517393171418904
3776,2016,300000,20000,Petrol,Individual,Manual,First Owner,12.611541086966115,9.90353755128617
3777,2018,850000,12500,Petrol,Individual,Manual,First Owner,13.652992804936396,9.433563920090563
3778,2019,470000,4000,CNG,Individual,Manual,First Owner,13.060490101343552,8.294299608857235
